SPEAKER|Nisha|f|s
﻿1	Ehi	ehi	I	I	_	2	mod
2	Kadim	Kadim	S	SP	_	0	ROOT
3	!	!	F	FS	_	2	punc

SPEAKER|Kadim|m|s
1	Ciao	ciao	I	I	_	2	mod
2	Nisha	Nisha	S	SP	_	0	ROOT
3	!	!	F	FS	_	2	punc

SPEAKER|Nisha|f|s
1	Come	come	B	B	_	2	mod
2	stai	stare	V	V	num=s|per=2|mod=i|ten=p	0	ROOT	io sto, tu stai, lui sta, noi stiamo, voi state, loro stanno
3	?	?	F	FS	_	2	punc

SPEAKER|Kadim|m|s
1	Bene	bene	B	B	_	0	ROOT
2	,	,	F	FF	_	1	con
3	e	e	C	CC	_	1	con
4	tu	tu	P	PE	num=s|per=2|gen=f	1	conj
5	?	?	F	FS	_	1	punc

SPEAKER|Nisha|f|s
1	Sì	sì	B	B	_	0	_
2	,	,	F	FF	_	1	punc
3	bene	bene	B	B	_	5	mod
4	,	,	F	FF	_	3	punc
5	grazie	grazie	I	I	num=n|gen=n	1	conj
6	.	.	F	FS	_	5	punc

SPEAKER|Nisha|f|s
1	Senti	sentire	V	V	num=s|per=2|mod=imp|ten=p	0	ROOT
2	,	,	F	FF	_	1	con
3	avrei	avere	V	VA	num=s|per=1|mod=d|ten=p	1	conj
4	bisogno	bisogno	S	S	num=s|gen=m	3	obj
5	di	di	E	E	_	4	comp
6	un	uno	R	RI	num=s|gen=m	7	det
7	favore	favore	S	S	num=s|gen=m	5	prep
8	.	.	F	FS	_	1	punc

SPEAKER|Kadim|m|s
1	Dimmi	dire	V	V	num=s|per=2|mod=m|ten=p	0	ROOT
2	.	.	F	FS	_	1	punc

SPEAKER|Nisha|f|s
1	Arriva	arrivare	V	V	num=s|per=3|mod=i|ten=p	0	ROOT	io arrivo, tu arrivi, lui/lei/Lei arriva, noi arriviamo, voi arrivate, loro arrivano
2	mia	mio	A	AP	num=s|gen=f	3	mod	mio/mia/miei/mie
3	zia	zia	S	S	num=s|gen=f	1	subj
4	Raizah	Raizah	S	SP	_	3	mod
5	dall'	da	E	EA	num=s|gen=f	3	comp
6	India	India	S	SP	_	5	prep
7	,	,	F	FF	_	8	punc
8	viene	venire	V	V	num=s|per=3|mod=i|ten=p	3	mod	io vengo, tu vieni, lui/lei/Lei viene, noi veniamo, voi venite, loro vengono
9	a	a	E	E	_	8	arg
10	trovar-	trovare	V	V	mod=f	9	prep
11	mi	mi	P	PC	num=s|per=1|gen=n	10	obj
12	qui	qui	B	B	_	10	mod_loc
13	in	in	E	E	_	12	comp_loc
14	Italia	Italia	S	SP	_	13	prep
15	.	.	F	FS	_	1	punc

SPEAKER|Kadim|m|s
1	Uau	Uau	S	SP	_	0	ROOT
2	,	,	F	FF	_	1	punc
3	che	che	D	DE	num=n|gen=n	4	mod
4	bello	bello	A	A	num=s|gen=m	0	ROOT
5	!	!	F	FS	_	4	punc
